"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1163955","0","LIBERDADE COMMUNITY DEVELOPMENT TRUST","Gosforth Civic Theatre, Regent Farm Road, NEWCASTLE UPON TYNE","NE3 3HD","Newcastle upon Tyne Central","01912843700","info@liberdade.co.uk","www.liberdade.co.uk","31/03/2023","1448216","771550","Registered","Charitable company","Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Arts/culture/heritage/science, Economic/community Development/employment, Recreation","People With Disabilities, The General Public/mankind","Liberdade is an arts and social enterprise organisation that makes a positive difference to the lives of people with learning disabilities in the north east of England","THE CHARITY'S OBJECTS (OBJECTS) ARE:
3.1	TO ADVANCE THE EDUCATION OF THE LEARNING DISABLED COMMUNITY BY PROVIDING AND ASSISTING IN THE PROVISION OF FACILITIES AND OPPORTUNITIES;
3.2	TO PROMOTE SOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY WORKING WITH PEOPLE IN THE LEARNING DISABLED COMMUNITY TO RELIEVE THE NEEDS OF SUCH PEOPLE AND ASSIST THEM TO INTEGRATE INTO SOCIETY, IN PARTICULAR BY PROVIDING RECREATIONAL, CULTURAL AND EDUCATION FACILITIES SO THAT SUCH PEOPLE CAN PARTICIPATE MORE FULLY WITHIN THE WIDER COMMUNITY; 
3.3	TO ADVANCE THE EDUCATION OF THE GENERAL PUBLIC IN ORDER TO INCREASE AWARENESS AND UNDERSTANDING OF THE ISSUES FACING PERSONS WITH LEARNING DISABILITIES;
3.4	TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE; 
3.5	TO ADVANCE EDUCATION FOR THE BENEFIT OF THE PUBLIC IN THE ARTS;
3.6	TO PRESERVE AND PROTECT THE HEALTH AND WELLBEING OF PEOPLE, PRIMARILY BUT NOT LIMITED TO THOSE WITH LEARNING DISABILITIES, BY PROVIDING AND ASSISTING IN THE PROVISION OF FACILITIES, SUPPORT AND SERVICES NOT NORMALLY PROVIDED BY THE STATUTORY AUTHORITIES WITH PARTICULAR FOCUS ON EXERCISE, NUTRITION AND FITNESS; AND
3.7	SUCH OTHER EXCLUSIVELY CHARITABLE PURPOSES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE IN ACCORDANCE WITH THE LAW OF CHARITY IN ENGLAND AND WALES."
"1164040","0","ANXIOUS MINDS","The Vault, 31 Station Rd, Wallsend, Newcastle upon Tyne","NE28 6RL","North Tyneside","0191 262 0305","edward@anxiousminds.co.uk","http://www.anxiousminds.co.uk","31/10/2023","333964","336115","Registered","CIO","Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Arts/culture/heritage/science, Armed Forces/emergency Service Efficiency, Human Rights/religious Or Racial Harmony/equality Or Diversity, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Anxious Minds is a charity dedicated to raising awareness about mental health and providing comprehensive support for individuals in the North East. Our mission focuses on early intervention and long-term assistance for children and adults facing mental health challenges, addiction, and the aftermath of abuse. By serving the public, we aim to enhance the well-being of our community.","THE CHARITY IS ESTABLISHED TO PROMOTE AND PROTECT THE GOOD HEALTH OF PEOPLE SUFFERING FROM MENTAL OR PHYSICAL ILLNESS, IN PARTICULAR BUT WITHOUT LIMITATION TO THOSE SUFFERING FROM ANXIETY AND DEPRESSION, FOR THE PUBLIC BENEFIT IN THE NORTH EAST BY:-
1.ASSISTING IN THE TREATMENT AND CARE OF SUCH PERSONS;
2.THE PROVISION OF FACILITIES FOR WORK AND RECREATION;
3.THROUGH THE PROVISION OF FINANCIAL ASSISTANCE, SUPPORT,EDUCATION AND PRACTICAL ADVICE;
4.ADVANCING THE EDUCATION OF THE GENERAL PUBLIC IN ALL AREAS RELATING TO ANXIETY AND DEPRESSION; AND
5.SUPPORTING RESEARCH INTO THE MOST EFFECTIVE SELF-HELP METHODS AVAILABLE AND RELAXATION TECHNIQUES."
"1164199","0","NORTH EASTERN RAILWAY ASSOCIATION","2 McNay Street, Darlington","DL3 6SW","Darlington","07508223976","secretary@ner.org.uk","www.ner.org.uk","31/10/2023","37455","33794","Registered","CIO","Provides Services, Sponsors Or Undertakes Research, Other Charitable Activities","Education/training, Arts/culture/heritage/science","The General Public/mankind","The object of the ClO is to advance the education of the public in the history of all the railways that have operated in the North East of England, particularly the North Eastern Railway its constituents and successors.","TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE HISTORY OF ALL THE RAILWAYS THAT HAVE OPERATED IN THE NORTH EAST OF ENGLAND, PARTICULARLY THE NORTH EASTERN RAILWAY ITS CONSTITUENTS AND SUCCESSORS. THE CIO WILL ACHIEVE THIS OBJECT IN PARTICULAR BUT NOT EXCLUSIVELY BY:
A) COLLECTING AND PRESERVING HISTORICAL RECORDS, AND MAKING THEM AVAILABLE TO MEMBERS AND OTHER INTERESTED INDIVIDUALS. 
B) REGULARLY PUBLISHING A JOURNAL CONTAINING HISTORICALLY ACCURATE INFORMATION AND ANALYSIS. 
C) ARRANGING A PROGRAMME OF MEETINGS/EXHIBITIONS, OPEN TO MEMBERS AND THE PUBLIC, TO DISSEMINATE ACCURATE INFORMATION. 
D) ENCOURAGING THE CONSTRUCTION OF ACCURATE MODELS OF THE STATED RAILWAYS' ROLLING STOCK, BUILDINGS, EQUIPMENT, AND OPERATIONS. 
E) ENCOURAGING THE WRITING OF APPROPRIATE BOOKS AND THEIR PUBLICATION, WHICH EDUCATE THE PUBLIC. 
F) WORKING WITH PUBLIC AND PRIVATE BODIES SUCH AS COMMUNITY RAIL PARTNERSHIPS AND TRAIN OPERATING COMPANIES TO PRODUCE SUCH GUIDE BOOKS AND STATION INFORMATION PANELS FOR THE BENEFIT OF THE PUBLIC."
"1164729","0","BRUNDIBAR ARTS FESTIVAL","25 Whitfield Drive, NEWCASTLE UPON TYNE","NE12 8LD","North Tyneside","07793057315","brundibarartsfestival@outlook.com","www.brundibarartsfestival.com","30/06/2023","36958","38739","Registered","Charitable company","Other Charitable Activities","Education/training, Arts/culture/heritage/science, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, The General Public/mankind","Music and Arts Festival based in Newcastle and Gateshead.","EDUCATIONMUSIC AND ARTSRACIAL HARMONY"
"1165434","0","HEART OF THE CITY PARTNERSHIP","The Black Gate, Castle Garth, NEWCASTLE UPON TYNE","NE1 1RQ","Newcastle upon Tyne Central","01912306300","info@newcastlecastle.co.uk","http://www.newcastlecastle.co.uk","31/12/2022","389508","418742","Registered","Charitable company","Provides Buildings/facilities/open Space","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Preserve and protect Newcastle Castle. Advance culture and heritage by encouraging the local community and visitors to appreciate and enjoy the history and fabric of Newcastle Castle and buildings around the area of Old Newcastle. Advance education and learning in relation to Newcastle Castle, St Nicholas Cathedral and the area surrounding the two buildings.","4.1 THE ONLY OBJECTS FOR WHICH THE CHARITY IS ESTABLISHED ARE FOR THE PUBLIC BENEFIT TO:
 
4.1.1 THE ADVANCEMENT OF EDUCATION AND PROMOTION OF LEARNING, IN PARTICULAR IN RELATION TO THE HISTORY AND HERITAGE OF THE AREA AROUND ST NICHOLAS’ CATHEDRAL IN PARTICULAR NEWCASTLE CASTLE IN NEWCASTLE UPON TYNE (“THE CITY”);
 
4.1.2 THE ADVANCEMENT OF CULTURE AND HERITAGE BY THE ENCOURAGEMENT OF THE LOCAL COMMUNITY AND VISITORS TO THE CITY TO APPRECIATE AND ENJOY THE HISTORY AND FABRIC OF THE SAID BUILDINGS 

4.1.3 THE PRESERVATION AND PROTECTION OF NEWCASTLE CASTLE BEING OF HISTORICAL INTEREST AND PUBLIC IMPORTANCE AND PARTICULARLY THE GRADE I LISTED BUILDINGS AND SCHEDULED ANCIENT MONUMENTS KNOWN AS THE BLACK GATE AND CASTLE KEEP. 
(“THE OBJECTS”)."
"1167004","0","SUCCESS4ALL CIO","Carnegie Building, Atkinson Road, Newcastle-upon-Tyne, Newcastle-upon-Tyne, England-Tyne and Wear","NE4 8XS","Newcastle upon Tyne Central","01912732229","info@s4a.org.uk","www.s4a.org.uk","30/08/2023","266681","330188","Registered","CIO","Provides Human Resources, Provides Services","Education/training, Arts/culture/heritage/science, Recreation","Children/young People","We run Learning Hubs, Youth Clubs and Summer Schools in less affluent areas of Tyne and Wear to tackle educational inequality. We offer access to the internet, learning resources, a tutor and extra-curricular activities in a safe environment. Our motto is Young People Learning from Each Other. Our peer tutors, befrienders, summer school and club leaders are all trained volunteers.","THE OBJECT OF THE CIO IS THE ADVANCEMENT OF EDUCATION FOR THE PUBLIC BENEFIT IN DEPRIVED AREAS IN THE NORTH EAST OF ENGLAND BY PROVIDING THE PROVISION OF SERVICES TO SUPPORT THE DEVELOPMENT OF INDIVIDUALS' CAPABILITIES, COMPETENCES, UNDERSTANDING AND SKILLS THROUGH SCHOOL AND LEISURE TIME ACTIVITIES."
"1167154","0","NORTHERN STEEL NETWORK","23 CHILTERN ROAD, NORTH SHIELDS","NE29 9QG","Tynemouth","01912592051","mike.gilberg@btinternet.com","www.northernsteelnetwork.org.uk","31/12/2022","4533","3249","Registered","CIO","Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","Education/training, Arts/culture/heritage/science","Children/young People, Other Charities Or Voluntary Bodies, The General Public/mankind","NSN organises regional steel pan activities, including Northern Steel Orchestra.","THE ADVANCEMENT OF EDUCATION OF THE PUBLIC BY THE ENCOURAGEMENT OF THE ARTS WITH PARTICULAR REFERENCE TO STEEL PAN MUSIC, BY PARTICULARLY BUT NOT EXCLUSIVELY; THE TEACHING, PRACTICE, PROMOTION AND PRESENTATION OF CONCERTS AND OTHER ACTIVITIES OF A CHARITABLE NATURE WHICH WILL PROMOTE THIS ART."
"1167703","0","CURIOUS MONKEY LTD","The Beacon, Westgate Road, Newcastle upon Tyne","NE4 9PQ","Newcastle upon Tyne Central","07954426302","info@curiousmonkeytheatre.com","www.curiousmonkeytheatre.com","31/03/2023","177333","224709","Registered","Charitable company","Provides Services","Arts/culture/heritage/science","Children/young People, The General Public/mankind","Curious Monkey is a theatre company based in Newcastle upon Tyne. Our work gives a voice to underrepresented and marginalised people, raising awareness of the issues they face. We provide inclusive participatory experiences, helping to improve people?s wellbeing, confidence and skills. We make professional theatre that is relevant and accessible to the people in our communities.","TO ADVANCE THE ARTS FOR THE PUBLIC BENEFIT BY THE PROMOTION IN PARTICULAR, BUT NOT EXCLUSIVELY, OF THE ART OF DRAMA."
"1168329","0","GJ LIBRARY","163 Alexandra Road, Gateshead","NE8 1RB","Gateshead","01916767543","","","31/12/2022","24031","46673","Registered","CIO","Provides Services, Provides Advocacy/advice/information","Education/training, Religious Activities, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities","Relief of poverty","1) TO ADVANCE EDUCATION OF THE PUBLIC IN GATESHEAD AND ITS ENVIRONS, BY THE RUNNING AND MANAGEMENT OF A COMMUNITY LIBRARY IN PARTICULAR BUT NOT LIMITED TO JEWISH LITERATURE AND MATERIAL; AND
2) TO PROMOTE FOR THE BENEFIT OF THE INHABITANTS OF GATESHEAD AND ITS ENVIRONS THE PROVISION OF FACILITIES FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, FINANCIAL HARDSHIP OR SOCIAL AND ECONOMIC CIRCUMSTANCES OR FOR THE PUBLIC AT LARGE IN THE INTERESTS OF SOCIAL WELFARE AND WITH THE OBJECT OF IMPROVING THE CONDITION OF LIFE OF THE SAID INHABITANTS."
"1169341","0","THE EXCHANGE NORTH TYNESIDE LIMITED","","","","","","","31/12/2022","81650","111996","Removed","Charitable company","Provides Buildings/facilities/open Space, Provides Advocacy/advice/information","Arts/culture/heritage/science, Recreation","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","The Exchange is a community focused arts venue, providing performance space to a wide variety of music and arts groups.","TO ADVANCE THE ARTS AND CULTURE FOR THE PUBLIC BENEFIT, IN PARTICULAR THE PERFORMING ARTS, MUSIC, DRAMA, VISUAL ARTS AND LITERATURE IN SUCH WAYS AS SHALL BE DETERMINED INCLUDING BY THE PROVISION OF FACILITIES FOR PERFORMANCES AND CLASSES"
"1170034","0","NORTHBURN STEELBANDS","6 DEARHAM GROVE, CRAMLINGTON","NE23 3FR","Blyth Valley","01670733736","cramlingtoncaribbeancrew@outlook.com","www.cramcaribbean","31/03/2023","6538","10526","Registered","Other","Provides Human Resources, Provides Services","Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Recreation","Children/young People, People With Disabilities","Northburn Steelbands is a community based music organisation that provides steelpan music tuition and performance opportunities for the children,young people and adults of Cramlington, Northumberland.","TO PROMOTE THE ART OF STEELPAN MUSIC IN NORTHBURN CRAMLINGTON IN PARTICULAR BY PROVIDING OPPORTUNITIES TO LEARN ABOUT, PLAY AND PERFORM STEELPAN MUSIC FOR THE BENEFIT OF THE PUBLIC"
"1172337","0","NEWCASTLE ALEVI CULTURAL CENTRE AND CEMEVI","24 POTTERSWAY, GATESHEAD","NE9 5QE","Gateshead","07802732370","","","",,,"Registered","Trust","Provides Buildings/facilities/open Space, Provides Services","Religious Activities, Arts/culture/heritage/science, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","The General Public/mankind","","1. TO ADVANCE THE ALEVI FAITH FOR THE PUBLIC BENEFIT IN ACCORDANCE WITH THE STATEMENT ON BELIEFS SET OUT THE ANNEX ATTACHED (THE ALEVI BOOKLET).2. TO PROVIDE RECREATIONAL FACILITIES IN THE INTERESTS OF SOCIAL WELFARE TO THE GENERAL PUBLIC TO IMPROVE THE CONDITIONS OF LIFE OF THE SAID INHABITANTS."
"1172705","0","ASHFORD BME ASSOCIATION","Suite 2035, Letraset Building, Wotton Road, Ashford, Kent","TN23 6LN","Ashford","07474131513","info@ashfordbmeassociation.org","www.ashfordbmeassociation.org","31/03/2023","66198","67283","Registered","Other","Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","The charity works with individuals and groups from the BAMER and wider commmunity on issues that affect them. The charity aims to promote  community cohesion and reduce social isolation.We have volunteering and mentoring opportunities, community events and youth projects and advance social and cultural intergration of disadvantaged BAME, refugee, asylum seekers and migrant communities.","THE CHARITY'S OBJECTS (""THE OBJECTS"") ARE:
1) THE PRESERVATION AND PROTECTION OF HEALTH AND PROMOTION OF GOOD HEALTH WITH A PARTICULAR FOCUS ON, BUT NOT LIMITED TO, PEOPLE FROM THE BLACK AND MINORITY ETHNIC COMMUNITIES, PRINCIPALLY IN, BUT NOT LIMITED TO, ASHFORD, KENT AND THE SURROUNDING AREA (""THE AREA OF BENEFIT""), IN PARTICULAR BY:
A. PROVIDING A FORUM FOR VOLUNTARY AND STATUTORY ORGANISATIONS AND OTHER INTERESTED PARTIES TO ADVANCE AND RESPOND TO THE BROAD PUBLIC HEALTH NEEDS OF THE BME POPULATION IN THE AREA OF BENEFIT.
B. ADVANCE THE HEALTH EDUCATION AND TRAINING OF ALL COMMUNITIES THEREBY EMPOWERING AND ENABLING THEM TO ADVANCE IN LIFE AND IMPROVE THEIR QUALITY OF LIFE HAVING POSITIVE HEALTH OUTCOMES.
C. THE PROVISION OF ADVICE, WORKSHOPS, ADVOCACY, COUNSELLING SERVICES ON HEALTH MATTERS, AND BY SIGNPOSTING THEM TO ACCESS OTHER SUPPORT PROVIDERS OF HEALTH AND WELFARE MATTERS.
2) TO ADVANCE IN LIFE AND HELP YOUNG PEOPLE, IN PARTICULAR FROM THE BLACK AND MINORITY ETHNIC COMMUNITIES, THROUGH:
A. THE PROVISION OF RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE;
B. PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPACITIES, AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS MATURE AND RESPONSIBLE INDIVIDUALS.
3) TO PROMOTE SOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY WORKING WITH PEOPLE FROM BLACK AND MINORITY ETHNIC (BME) BACKGROUNDS, IN PARTICULAR WOMEN AND CHILDREN, WHO ARE SOCIALLY EXCLUDED ON THE GROUNDS OF THEIR ETHNIC ORIGIN, RELIGION, BELIEF OR CREED IN PARTICULAR BUT NOT EXCLUSIVELY BY:
A. PROVIDING A LOCAL NETWORK GROUP THAT ENCOURAGES AND ENABLES THE SAID BENEFICIARIES TO PARTICIPATE MORE EFFECTIVELY WITH THE WIDER COMMUNITY.
B. INCREASING OR CO-ORDINATING OPPORTUNITIES FOR THE SAID BENEFICIARIES TO ENGAGE WITH SERVICE PROVIDERS TO ENABLE THOSE PROVIDERS TO ADOPT SERVICES TO BETTER MEET THE NEEDS OF THE BENEFICIARIES.
4) SUCH OTHER CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE."
