"DATE","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","OBS_VALUE","OBS_STATUS","OBS_CONF"
"2018-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-10","E08000021","Total","Aged 25-49","Claimant count",4900,"A","F"
"2018-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-10","E08000021","Total","Aged 50+","Claimant count",1920,"A","F"
"2018-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-11","E08000021","Total","All categories: Age 16+","Claimant count",8445,"A","F"
"2018-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.1,"A","F"
"2018-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-11","E08000021","Total","Aged 16-24","Claimant count",1595,"A","F"
"2018-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-11","E08000021","Total","Aged 25-49","Claimant count",4890,"A","F"
"2018-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-11","E08000021","Total","Aged 50+","Claimant count",1960,"A","F"
"2018-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-12","E08000021","Total","All categories: Age 16+","Claimant count",8680,"A","F"
"2018-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.2,"A","F"
"2018-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2018-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-12","E08000021","Total","Aged 16-24","Claimant count",1670,"A","F"
"2018-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-12","E08000021","Total","Aged 25-49","Claimant count",5035,"A","F"
"2018-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2018-12","E08000021","Total","Aged 50+","Claimant count",1975,"A","F"
"2018-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-01","E08000021","Total","All categories: Age 16+","Claimant count",8670,"A","F"
"2019-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.2,"A","F"
"2019-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-01","E08000021","Total","Aged 16-24","Claimant count",1635,"A","F"
"2019-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-01","E08000021","Total","Aged 25-49","Claimant count",5040,"A","F"
"2019-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-01","E08000021","Total","Aged 50+","Claimant count",1995,"A","F"
"2019-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-02","E08000021","Total","All categories: Age 16+","Claimant count",9070,"A","F"
"2019-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.4,"A","F"
"2019-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-02","E08000021","Total","Aged 16-24","Claimant count",1655,"A","F"
"2019-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-02","E08000021","Total","Aged 25-49","Claimant count",5315,"A","F"
"2019-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-02","E08000021","Total","Aged 50+","Claimant count",2100,"A","F"
"2019-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-03","E08000021","Total","All categories: Age 16+","Claimant count",9170,"A","F"
"2019-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.4,"A","F"
"2019-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-03","E08000021","Total","Aged 16-24","Claimant count",1660,"A","F"
"2019-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-03","E08000021","Total","Aged 25-49","Claimant count",5340,"A","F"
"2019-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-03","E08000021","Total","Aged 50+","Claimant count",2170,"A","F"
"2019-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-04","E08000021","Total","All categories: Age 16+","Claimant count",9100,"A","F"
"2019-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.4,"A","F"
"2019-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-04","E08000021","Total","Aged 16-24","Claimant count",1665,"A","F"
"2019-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-04","E08000021","Total","Aged 25-49","Claimant count",5325,"A","F"
"2019-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-04","E08000021","Total","Aged 50+","Claimant count",2105,"A","F"
"2019-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-05","E08000021","Total","All categories: Age 16+","Claimant count",8990,"A","F"
"2019-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.4,"A","F"
"2019-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-05","E08000021","Total","Aged 16-24","Claimant count",1620,"A","F"
"2019-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-05","E08000021","Total","Aged 25-49","Claimant count",5250,"A","F"
"2019-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-05","E08000021","Total","Aged 50+","Claimant count",2115,"A","F"
"2019-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-06","E08000021","Total","All categories: Age 16+","Claimant count",8995,"A","F"
"2019-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.4,"A","F"
"2019-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-06","E08000021","Total","Aged 16-24","Claimant count",1570,"A","F"
"2019-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-06","E08000021","Total","Aged 25-49","Claimant count",5330,"A","F"
"2019-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-06","E08000021","Total","Aged 50+","Claimant count",2095,"A","F"
"2019-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-07","E08000021","Total","All categories: Age 16+","Claimant count",8935,"A","F"
"2019-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2019-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-07","E08000021","Total","Aged 16-24","Claimant count",1580,"A","F"
"2019-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-07","E08000021","Total","Aged 25-49","Claimant count",5250,"A","F"
"2019-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-07","E08000021","Total","Aged 50+","Claimant count",2105,"A","F"
"2019-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-08","E08000021","Total","All categories: Age 16+","Claimant count",8940,"A","F"
"2019-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2019-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-08","E08000021","Total","Aged 16-24","Claimant count",1610,"A","F"
"2019-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-08","E08000021","Total","Aged 25-49","Claimant count",5245,"A","F"
"2019-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-08","E08000021","Total","Aged 50+","Claimant count",2080,"A","F"
"2019-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-09","E08000021","Total","All categories: Age 16+","Claimant count",8890,"A","F"
"2019-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2019-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-09","E08000021","Total","Aged 16-24","Claimant count",1600,"A","F"
"2019-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-09","E08000021","Total","Aged 25-49","Claimant count",5245,"A","F"
"2019-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-09","E08000021","Total","Aged 50+","Claimant count",2040,"A","F"
"2019-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-10","E08000021","Total","All categories: Age 16+","Claimant count",8935,"A","F"
"2019-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2019-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-10","E08000021","Total","Aged 16-24","Claimant count",1625,"A","F"
"2019-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-10","E08000021","Total","Aged 25-49","Claimant count",5250,"A","F"
"2019-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-10","E08000021","Total","Aged 50+","Claimant count",2060,"A","F"
"2019-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-11","E08000021","Total","All categories: Age 16+","Claimant count",8965,"A","F"
"2019-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2019-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-11","E08000021","Total","Aged 16-24","Claimant count",1645,"A","F"
"2019-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-11","E08000021","Total","Aged 25-49","Claimant count",5250,"A","F"
"2019-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-11","E08000021","Total","Aged 50+","Claimant count",2065,"A","F"
"2019-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-12","E08000021","Total","All categories: Age 16+","Claimant count",8970,"A","F"
"2019-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2019-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2019-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-12","E08000021","Total","Aged 16-24","Claimant count",1640,"A","F"
"2019-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-12","E08000021","Total","Aged 25-49","Claimant count",5265,"A","F"
"2019-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2019-12","E08000021","Total","Aged 50+","Claimant count",2070,"A","F"
"2019-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-01","E08000021","Total","All categories: Age 16+","Claimant count",9050,"A","F"
"2020-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2020-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2020-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-01","E08000021","Total","Aged 16-24","Claimant count",1640,"A","F"
"2020-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-01","E08000021","Total","Aged 25-49","Claimant count",5355,"A","F"
"2020-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-01","E08000021","Total","Aged 50+","Claimant count",2055,"A","F"
"2020-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-02","E08000021","Total","All categories: Age 16+","Claimant count",9305,"A","F"
"2020-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.4,"A","F"
"2020-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2020-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-02","E08000021","Total","Aged 16-24","Claimant count",1690,"A","F"
"2020-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-02","E08000021","Total","Aged 25-49","Claimant count",5495,"A","F"
"2020-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
